"candidato","partido","votos","porcentaje","electo","lista","comuna","pacto"
"23. MIRIAM LORENA HENRIQUEZ VIÑAS (M)","IND",38,0.0232,FALSE,"INDEPENDIENTES POR LA NUEVA CONSTITUCION (D4)","ALTO DEL CARMEN","Nueva Constitucion"
"24. GUILLERMO NICOLAS NAMOR KONG (H)","IND",45,0.0275,TRUE,"INDEPENDIENTES POR LA NUEVA CONSTITUCION (D4)","ALTO DEL CARMEN","Nueva Constitucion"
"25. NOLVIA ANGELICA TORO VASQUEZ (M)","IND",17,0.0104,FALSE,"INDEPENDIENTES POR LA NUEVA CONSTITUCION (D4)","ALTO DEL CARMEN","Nueva Constitucion"
"26. MARIO JUAN MATURANA CLARO (H)","IND",9,0.0055,FALSE,"INDEPENDIENTES POR LA NUEVA CONSTITUCION (D4)","ALTO DEL CARMEN","Nueva Constitucion"
"27. FLORENCIA AROSTICA CORDERO (M)","IND",10,0.0061,FALSE,"INDEPENDIENTES POR LA NUEVA CONSTITUCION (D4)","ALTO DEL CARMEN","Nueva Constitucion"
"28. ENRIQUE LUIS POBLETE ORREGO (H)","IND",7,0.0043,FALSE,"INDEPENDIENTES POR LA NUEVA CONSTITUCION (D4)","ALTO DEL CARMEN","Nueva Constitucion"
"29. RODRIGO ANDRES PEREZ LISICIC (H)","IND",32,0.0195,FALSE,"CANDIDATURA INDEPENDIENTE","ALTO DEL CARMEN","Otros"
"1. ALEJANDRA ALICIA FLORES CARLOS (M)","IND",892,0.057,TRUE,"INDEPENDIENTES DE TARAPACA (D2)","ALTO HOSPICIO","Otros"
"2. SERGIO ANDRES CORTEZ CORTEZ (H)","IND",360,0.023,FALSE,"INDEPENDIENTES DE TARAPACA (D2)","ALTO HOSPICIO","Otros"
"3. TIFFANY KRYSTAL GRASSI MIRANDA (M)","IND",392,0.025,FALSE,"INDEPENDIENTES DE TARAPACA (D2)","ALTO HOSPICIO","Otros"
"4. CARLOS PATRICIO URRA RADDATZ (H)","IND",327,0.0209,FALSE,"INDEPENDIENTES DE TARAPACA (D2)","ALTO HOSPICIO","Otros"
"5. PALMENIA ANA MAMANI CARLOS (M)","IND",593,0.0379,FALSE,"INDEPENDIENTES DE TARAPACA (D2)","ALTO HOSPICIO","Otros"
"6. VERONICA DEL ROSARIO SEPULVEDA FERNANDEZ (M)","IND",326,0.0208,FALSE,"PUEBLO UNIDO TARAPACA (D2)","ALTO HOSPICIO","Otros"
"7. LUIS ALEJANDRO PEREZ REYES (H)","IND",466,0.0298,FALSE,"PUEBLO UNIDO TARAPACA (D2)","ALTO HOSPICIO","Otros"
"8. GRACE FABIOLA HARRIS GUERRA (M)","IND",106,0.0068,FALSE,"PUEBLO UNIDO TARAPACA (D2)","ALTO HOSPICIO","Otros"
"9. ENRIQUE ORLANDO ECHEVERRIA GARCIA (H)","IND",104,0.0066,FALSE,"PUEBLO UNIDO TARAPACA (D2)","ALTO HOSPICIO","Otros"
"10. XIMENA MIRIAM AVALOS VALDES (M)","IND",145,0.0093,FALSE,"PUEBLO UNIDO TARAPACA (D2)","ALTO HOSPICIO","Otros"
"11. GONZALO SEPULVEDA FUENZALIDA (H)","IND",166,0.0106,FALSE,"PUEBLO UNIDO TARAPACA (D2)","ALTO HOSPICIO","Otros"
"12. OLIVIA RAYEN CARVAJAL LORCA (M)","IND",241,0.0154,FALSE,"NOBLES HIJXOS DE TARAPACA (D2)","ALTO HOSPICIO","Otros"
"13. JORGE ALDEBARAN DIAZ CORONA (H)","IND",156,0.01,FALSE,"NOBLES HIJXOS DE TARAPACA (D2)","ALTO HOSPICIO","Otros"
"14. PATRICIA ANDREA LOPEZ FUENTES (M)","IND",243,0.0155,FALSE,"NOBLES HIJXOS DE TARAPACA (D2)","ALTO HOSPICIO","Otros"
"15. JAIME GABRIEL CEBALLOS SANQUEA (H)","IND",267,0.0171,FALSE,"NOBLES HIJXOS DE TARAPACA (D2)","ALTO HOSPICIO","Otros"
"16. GUACOLDA ABDULIA BASCUÑAN ARAVENA (M)","IND",122,0.0078,FALSE,"AUTONOMIA SOCIAL Y SINDICAL TARAPACA (D2)","ALTO HOSPICIO","Otros"
"17. MAURO ANTONIO GRIMALDOS VALENZUELA (H)","IND",268,0.0171,FALSE,"AUTONOMIA SOCIAL Y SINDICAL TARAPACA (D2)","ALTO HOSPICIO","Otros"
"18. CARLA VERONICA BRUNA ARANEDA (M)","IND",111,0.0071,FALSE,"AUTONOMIA SOCIAL Y SINDICAL TARAPACA (D2)","ALTO HOSPICIO","Otros"
"19. LEONARDO FELIPE ESCARATE AYALA (H)","IND",196,0.0125,FALSE,"AUTONOMIA SOCIAL Y SINDICAL TARAPACA (D2)","ALTO HOSPICIO","Otros"
"20. KAREN ROSE HEYNE BOLADOS (M)","IND-RN",229,0.0146,FALSE,"VAMOS POR CHILE","ALTO HOSPICIO","Vamos por Chile"
"21. ALVARO JOFRE CACERES (H)","RN",684,0.0437,TRUE,"VAMOS POR CHILE","ALTO HOSPICIO","Vamos por Chile"
"22. LUZ ELIANA NUÑEZ SALAZAR (M)","IND-RN",112,0.0072,FALSE,"VAMOS POR CHILE","ALTO HOSPICIO","Vamos por Chile"
"23. FELIPE HUBNER VALDIVIESO (H)","IND-UDI",545,0.0348,FALSE,"VAMOS POR CHILE","ALTO HOSPICIO","Vamos por Chile"
"24. ROXANA ELENA CERDA NORAMBUENA (M)","IND-UDI",129,0.0082,FALSE,"VAMOS POR CHILE","ALTO HOSPICIO","Vamos por Chile"
"25. FREDDY MARCOS ARANEDA BARAHONA (H)","IND-UDI",234,0.015,FALSE,"VAMOS POR CHILE","ALTO HOSPICIO","Vamos por Chile"
"26. JULIA GANDARILLAS GUISA (M)","PS",257,0.0164,FALSE,"LISTA DEL APRUEBO","ALTO HOSPICIO","Lista del apruebo"
"27. ALEX PATRICIO ADASME CADIZ (H)","IND-CIUDADANOS",147,0.0094,FALSE,"LISTA DEL APRUEBO","ALTO HOSPICIO","Lista del apruebo"
"28. ANA MARIA LUKSIC ROMERO (M)","PDC",535,0.0342,FALSE,"LISTA DEL APRUEBO","ALTO HOSPICIO","Lista del apruebo"
"29. IGNACIO ANDRES PRIETO HENRIQUEZ (H)","IND-PR",296,0.0189,FALSE,"LISTA DEL APRUEBO","ALTO HOSPICIO","Lista del apruebo"
"30. FRESIA FILOMENA ROJAS JEREZ (M)","IND-CIUDADANOS",586,0.0374,FALSE,"LISTA DEL APRUEBO","ALTO HOSPICIO","Lista del apruebo"
"31. GONZALO ANDRES PRIETO NAVARRETE (H)","PPD",684,0.0437,FALSE,"LISTA DEL APRUEBO","ALTO HOSPICIO","Lista del apruebo"
"32. ALEJANDRA MARJORIE CEBALLOS ROJAS (M)","COMUNES",711,0.0454,FALSE,"APRUEBO DIGNIDAD","ALTO HOSPICIO","Apruebo Dignidad"
"33. WALDO AGUILAR FIGUEROA (H)","IGUALDAD",137,0.0088,FALSE,"APRUEBO DIGNIDAD","ALTO HOSPICIO","Apruebo Dignidad"
"34. CAMILA PAZ CASTILLO GUERRERO (M)","RD",746,0.0477,FALSE,"APRUEBO DIGNIDAD","ALTO HOSPICIO","Apruebo Dignidad"
"35. HUGO HUMBERTO GUTIERREZ GALVEZ (H)","PCCH",1.124,0.0718,TRUE,"APRUEBO DIGNIDAD","ALTO HOSPICIO","Apruebo Dignidad"
"36. ODETTE LOPEZ ORMAZABAL (M)","IND-FREVS",265,0.0169,FALSE,"APRUEBO DIGNIDAD","ALTO HOSPICIO","Apruebo Dignidad"
"37. EDUARDO ROBERTO JUSTO CRUCES (H)","FREVS",195,0.0125,FALSE,"APRUEBO DIGNIDAD","ALTO HOSPICIO","Apruebo Dignidad"
"38. CAROLINA ELIZABETH MONJE SAN MARTIN (M)","IND",202,0.0129,FALSE,"CABILDO AUTOCONVOCADO (D2)","ALTO HOSPICIO","Otros"
"39. LUIS SEGUNDO DAVILA MENDOZA (H)","IND",96,0.0061,FALSE,"CABILDO AUTOCONVOCADO (D2)","ALTO HOSPICIO","Otros"
"40. NICOLE SILVIA GALLARDO LANDEROS (M)","IND",55,0.0035,FALSE,"CABILDO AUTOCONVOCADO (D2)","ALTO HOSPICIO","Otros"
"41. MANUEL OCTAVIO MUÑOZ BARRIENTOS (H)","IND",52,0.0033,FALSE,"CABILDO AUTOCONVOCADO (D2)","ALTO HOSPICIO","Otros"
"42. LORENA GONZALEZ RODRIGUEZ (M)","IND",1.318,0.0842,FALSE,"CANDIDATURA INDEPENDIENTE","ALTO HOSPICIO","Otros"
"43. LUIS PATRICIO RIOS MUÑOZ (H)","IND",830,0.053,FALSE,"CANDIDATURA INDEPENDIENTE","ALTO HOSPICIO","Otros"
"1. ADRIANA CAMILA AMPUERO BARRIENTOS (M)","IND",1.009,0.0849,TRUE,"INSULARES E INDEPENDIENTES (D26)","ANCUD","Otros"
"2. CHRISTIAN ALEJANDRO RUIZ BAHAMONDE (H)","IND",1.496,0.1258,FALSE,"INSULARES E INDEPENDIENTES (D26)","ANCUD","Otros"
"3. CLEMENTINA LEPIO MILIPICHUN (M)","IND",140,0.0118,FALSE,"INSULARES E INDEPENDIENTES (D26)","ANCUD","Otros"
"4. DIEGO NICOLAS VALLEJOS GUZMAN (H)","IND",132,0.0111,FALSE,"INSULARES E INDEPENDIENTES (D26)","ANCUD","Otros"
"5. NOELIA DEL CARMEN OJEDA VARGAS (M)","IND",54,0.0045,FALSE,"INSULARES E INDEPENDIENTES (D26)","ANCUD","Otros"
"6. MIGUEL ANGEL MALDONADO CATALAN (H)","IND",89,0.0075,FALSE,"INSULARES E INDEPENDIENTES (D26)","ANCUD","Otros"
"7. KATERINE MONTEALEGRE NAVARRO (M)","UDI",349,0.0294,TRUE,"VAMOS POR CHILE","ANCUD","Vamos por Chile"
"8. MARCOS ALBERTO EMILFORK KONOW (H)","IND-UDI",370,0.0311,FALSE,"VAMOS POR CHILE","ANCUD","Vamos por Chile"
"9. ALEJANDRA WESTERMAYER FUENTES (M)","IND-EVOPOLI",151,0.0127,FALSE,"VAMOS POR CHILE","ANCUD","Vamos por Chile"
"10. JAIRO MIGUEL QUINTEROS RODRIGUEZ (H)","IND-REPUBL.",154,0.013,FALSE,"VAMOS POR CHILE","ANCUD","Vamos por Chile"
"11. PATRICIA SANZANA CARDENAS (M)","IND-RN",1.267,0.1066,FALSE,"VAMOS POR CHILE","ANCUD","Vamos por Chile"
"12. JUAN LUIS OSSA SANTA CRUZ (H)","IND-RN",260,0.0219,FALSE,"VAMOS POR CHILE","ANCUD","Vamos por Chile"
"13. ROSA BETTY MUÑOZ SERON (M)","IND-PL",1.812,0.1524,FALSE,"LISTA DEL APRUEBO","ANCUD","Lista del apruebo"
"14. JULIO ALVAREZ PINTO (H)","PS",1.257,0.1057,TRUE,"LISTA DEL APRUEBO","ANCUD","Lista del apruebo"
"15. CARMEN GLORIA MUÑOZ TORRES (M)","PDC",411,0.0346,FALSE,"LISTA DEL APRUEBO","ANCUD","Lista del apruebo"
"16. SAMUEL ANDRES GALVEZ DERPICH (H)","PL",65,0.0055,FALSE,"LISTA DEL APRUEBO","ANCUD","Lista del apruebo"
"17. JACQUELIN PAZ CABRERA (M)","PS",124,0.0104,FALSE,"LISTA DEL APRUEBO","ANCUD","Lista del apruebo"
"18. ROBERTO ALEJANDRO HURTADO GUZMAN (H)","IND-PPD",56,0.0047,FALSE,"LISTA DEL APRUEBO","ANCUD","Lista del apruebo"
"19. PATRICIA ELENA RADA SALAZAR (M)","IND-RD",326,0.0274,FALSE,"APRUEBO DIGNIDAD","ANCUD","Apruebo Dignidad"
"20. ESTEBAN ALEJANDRO VIELMA SALAZAR (H)","RD",80,0.0067,FALSE,"APRUEBO DIGNIDAD","ANCUD","Apruebo Dignidad"
"21. MARIA OLGA DELGADO ZAPATA (M)","IND-PCCH",167,0.014,FALSE,"APRUEBO DIGNIDAD","ANCUD","Apruebo Dignidad"
"22. CATALDO DEL TRANSITO MARTINEZ PARDO (H)","PCCH",140,0.0118,FALSE,"APRUEBO DIGNIDAD","ANCUD","Apruebo Dignidad"
"23. PAMELA LORENA ESPINOZA ASENCIO (M)","IND-COMUNES",117,0.0098,FALSE,"APRUEBO DIGNIDAD","ANCUD","Apruebo Dignidad"
"24. FRANCISCO NABY VERA MILLAQUEN (H)","IND-COMUNES",89,0.0075,FALSE,"APRUEBO DIGNIDAD","ANCUD","Apruebo Dignidad"
"25. JOSEFA BELMAR BAHAMONDEZ (M)","PNC",172,0.0145,FALSE,"CIUDADANOS CRISTIANOS","ANCUD","Otros"
"26. RUBEN ALEJANDRO BUSTOS SAN MARTIN (H)","PNC",101,0.0085,FALSE,"CIUDADANOS CRISTIANOS","ANCUD","Otros"
"27. ARACELLI DEL PILAR CACERES GONZALEZ (M)","PNC",62,0.0052,FALSE,"CIUDADANOS CRISTIANOS","ANCUD","Otros"
"28. MARIELA CECILIA NUÑEZ AVILA (M)","IND",526,0.0442,FALSE,"INDEPENDIENTES NUEVA CONSTITUCION (D26)","ANCUD","Nueva Constitucion"
"29. GASPAR ROBERTO DOMINGUEZ DONOSO (H)","IND",187,0.0157,TRUE,"INDEPENDIENTES NUEVA CONSTITUCION (D26)","ANCUD","Nueva Constitucion"
"30. INES CAROLA CARDENAS NAHUELHUEN (M)","IND",133,0.0112,FALSE,"INDEPENDIENTES NUEVA CONSTITUCION (D26)","ANCUD","Nueva Constitucion"
"31. JAVIER FERNANDO GALLARDO PEREZ (H)","IND",86,0.0072,FALSE,"INDEPENDIENTES NUEVA CONSTITUCION (D26)","ANCUD","Nueva Constitucion"
"32. MARCELA BEATRIZ LINZMAYER URIBE (M)","IND",86,0.0072,FALSE,"INDEPENDIENTES NUEVA CONSTITUCION (D26)","ANCUD","Nueva Constitucion"
"33. VICTOR NEFTALI RIQUELME GUTIERREZ (H)","IND",96,0.0081,FALSE,"INDEPENDIENTES NUEVA CONSTITUCION (D26)","ANCUD","Nueva Constitucion"
"34. ROMINA YARITZA BORQUEZ CASTRO (M)","IND",325,0.0273,FALSE,"CANDIDATURA INDEPENDIENTE","ANCUD","Otros"
"1. MARIA TRINIDAD CASTILLO BOILET (M)","IND",103,0.0203,TRUE,"INDEPENDIENTES POR LA REGION DE COQUIMBO (D5)","ANDACOLLO","Otros"
"2. RODRIGO ALBERTO CHINGA ALVAREZ (H)","IND",49,0.0097,FALSE,"INDEPENDIENTES POR LA REGION DE COQUIMBO (D5)","ANDACOLLO","Otros"
"3. DANIELA AGLAY CONTRERAS REYES (M)","IND",46,0.0091,FALSE,"INDEPENDIENTES POR LA REGION DE COQUIMBO (D5)","ANDACOLLO","Otros"
"4. FRANCISCO JAVIER MORGADO SALFATE (H)","IND",85,0.0168,FALSE,"INDEPENDIENTES POR LA REGION DE COQUIMBO (D5)","ANDACOLLO","Otros"
"5. BELEN ISIDORA GONZALEZ ROJAS (M)","IND",50,0.0099,FALSE,"INDEPENDIENTES POR LA REGION DE COQUIMBO (D5)","ANDACOLLO","Otros"
"6. VICTOR MANUEL REBOLLEDO GONZALEZ (H)","IND",212,0.0418,FALSE,"INDEPENDIENTES POR LA REGION DE COQUIMBO (D5)","ANDACOLLO","Otros"
"7. KENNETH ARNALDO ROMERO QUIROZ (H)","IND",53,0.0105,FALSE,"INDEPENDIENTES POR LA REGION DE COQUIMBO (D5)","ANDACOLLO","Otros"
"8. IVANNA DANIELA OLIVARES MIRANDA (M)","IND",253,0.0499,TRUE,"LISTA DEL PUEBLO - MOVIMIENTO TERRITORIAL CONSTITUYENTE (D5)","ANDACOLLO","Del pueblo"
"9. DANIEL ALEJANDRO BRAVO SILVA (H)","IND",262,0.0517,TRUE,"LISTA DEL PUEBLO - MOVIMIENTO TERRITORIAL CONSTITUYENTE (D5)","ANDACOLLO","Del pueblo"
"10. MARIA CONSUELO INFANTE CORREA (M)","IND",69,0.0136,FALSE,"LISTA DEL PUEBLO - MOVIMIENTO TERRITORIAL CONSTITUYENTE (D5)","ANDACOLLO","Del pueblo"
"11. DIEGO IGNACIO FIGUEROA BEECHER (H)","IND",133,0.0263,FALSE,"LISTA DEL PUEBLO - MOVIMIENTO TERRITORIAL CONSTITUYENTE (D5)","ANDACOLLO","Del pueblo"
"12. NANCY DEL CARMEN DUMAN BRITO (M)","IND",53,0.0105,FALSE,"LISTA DEL PUEBLO - MOVIMIENTO TERRITORIAL CONSTITUYENTE (D5)","ANDACOLLO","Del pueblo"
"13. ALEX EDUARDO CORTES CARVAJAL (H)","IND",56,0.0111,FALSE,"LISTA DEL PUEBLO - MOVIMIENTO TERRITORIAL CONSTITUYENTE (D5)","ANDACOLLO","Del pueblo"
"14. LEONARDO ALEJANDRO PASTEN TORRES (H)","IND",562,0.1109,FALSE,"LISTA DEL PUEBLO - MOVIMIENTO TERRITORIAL CONSTITUYENTE (D5)","ANDACOLLO","Del pueblo"
"15. ELENA DEL ROSARIO BOLADOS GARCIA (M)","IND",155,0.0306,FALSE,"INDEPENDIENTES DEL APRUEBO REGION COQUIMBO","ANDACOLLO","Otros"
"16. MARCELO ADRIAN SAAVEDRA CARMONA (H)","IND",149,0.0294,FALSE,"INDEPENDIENTES DEL APRUEBO REGION COQUIMBO","ANDACOLLO","Otros"
"17. NATHALY ANDREA OLIVARES BIGNANI (M)","IND",89,0.0176,FALSE,"INDEPENDIENTES DEL APRUEBO REGION COQUIMBO","ANDACOLLO","Otros"
"18. CAMILO ALEXIS ORTIZ ROJAS (H)","IND",62,0.0122,FALSE,"INDEPENDIENTES DEL APRUEBO REGION COQUIMBO","ANDACOLLO","Otros"
"19. NATALIA SCARLET FIGUEROA PINO (M)","IND",89,0.0176,FALSE,"INDEPENDIENTES DEL APRUEBO REGION COQUIMBO","ANDACOLLO","Otros"
"20. MIGUEL ANGEL CARVAJAL CARVAJAL (H)","IND",82,0.0162,FALSE,"INDEPENDIENTES DEL APRUEBO REGION COQUIMBO","ANDACOLLO","Otros"
"21. CLAUDIA ADRIANA VALENZUELA TORRES (M)","PEV",166,0.0328,FALSE,"PARTIDO ECOLOGISTA VERDE","ANDACOLLO","Otros"
"22. FELIPE ROBERTO SEPULVEDA LEPE (H)","PEV",62,0.0122,FALSE,"PARTIDO ECOLOGISTA VERDE","ANDACOLLO","Otros"
"23. ALEJANDRA  VALDOVINOS JOFRE (M)","UDI",85,0.0168,FALSE,"VAMOS POR CHILE","ANDACOLLO","Vamos por Chile"
"24. RONALD  BRANDT SILVA (H)","IND-UDI",34,0.0067,FALSE,"VAMOS POR CHILE","ANDACOLLO","Vamos por Chile"
"25. MARIA GABRIELA PAROT DONOSO (M)","IND-EVOPOLI",49,0.0097,FALSE,"VAMOS POR CHILE","ANDACOLLO","Vamos por Chile"
"26. JUAN TAGLE DOMINGUEZ (H)","IND-EVOPOLI",27,0.0053,FALSE,"VAMOS POR CHILE","ANDACOLLO","Vamos por Chile"
"27. VINKA PUSICH CAMACHO (M)","RN",33,0.0065,FALSE,"VAMOS POR CHILE","ANDACOLLO","Vamos por Chile"
"28. ROBERTO VEGA CAMPUSANO (H)","RN",165,0.0326,TRUE,"VAMOS POR CHILE","ANDACOLLO","Vamos por Chile"
"29. MARIA INES FIGARI BARRERA (M)","IND-RN",95,0.0188,FALSE,"VAMOS POR CHILE","ANDACOLLO","Vamos por Chile"
"30. GLADYS  BARRAZA ASTUDILLO (M)","PDC",193,0.0381,FALSE,"LISTA DEL APRUEBO","ANDACOLLO","Lista del apruebo"
"31. PEDRO  BARRAZA CUADRA (H)","IND-PDC",67,0.0132,FALSE,"LISTA DEL APRUEBO","ANDACOLLO","Lista del apruebo"
"32. ELISA CAROLINA OYARZUN OYARZUN (M)","IND-PS",81,0.016,FALSE,"LISTA DEL APRUEBO","ANDACOLLO","Lista del apruebo"
"33. CARLOS CALVO MUÑOZ (H)","IND-PS",487,0.0961,TRUE,"LISTA DEL APRUEBO","ANDACOLLO","Lista del apruebo"
"34. MARIA BELEN ROJAS PINTO (M)","IND-PPD",55,0.0109,FALSE,"LISTA DEL APRUEBO","ANDACOLLO","Lista del apruebo"
"35. CARLOS ALEJANDRO YUSTA MANTEROLA (H)","IND-PR",80,0.0158,FALSE,"LISTA DEL APRUEBO","ANDACOLLO","Lista del apruebo"
"36. NATALIA ELEONORA ROJAS ROSAS (M)","PR",42,0.0083,FALSE,"LISTA DEL APRUEBO","ANDACOLLO","Lista del apruebo"
"37. JENIFFER VALERIA MELLA ESCOBAR (M)","IND-CONVER.",164,0.0324,TRUE,"APRUEBO DIGNIDAD","ANDACOLLO","Apruebo Dignidad"
"38. JORGE OMAR NAVEAS BRAVO (H)","IND-IGUALDAD",143,0.0282,FALSE,"APRUEBO DIGNIDAD","ANDACOLLO","Apruebo Dignidad"
"39. MARISOL YANETTE GONZALEZ ARANCIBIA (M)","IND-FREVS",33,0.0065,FALSE,"APRUEBO DIGNIDAD","ANDACOLLO","Apruebo Dignidad"
"40. MAURICIO UGARTE GONZALEZ (H)","PCCH",323,0.0638,FALSE,"APRUEBO DIGNIDAD","ANDACOLLO","Apruebo Dignidad"
"41. KATHARINA VALESKA PAVLETICH HEISIG (M)","IND-COMUNES",37,0.0073,FALSE,"APRUEBO DIGNIDAD","ANDACOLLO","Apruebo Dignidad"
"42. CLAUDIO ALEJANDRO QUIROGA TABILO (H)","COMUNES",33,0.0065,FALSE,"APRUEBO DIGNIDAD","ANDACOLLO","Apruebo Dignidad"
"1. RUTH HURTADO OLAVE (M)","IND-RN",328,0.024,TRUE,"VAMOS POR CHILE","ANGOL","Vamos por Chile"
"2. CRISTIAN GREENHILL SCHIFFERLI (H)","RN",450,0.0329,FALSE,"VAMOS POR CHILE","ANGOL","Vamos por Chile"
"3. ISABEL QUIROZ LEPE (M)","IND-EVOPOLI",769,0.0562,FALSE,"VAMOS POR CHILE","ANGOL","Vamos por Chile"
"4. GONZALO ARENAS HODAR (H)","UDI",2.381,0.174,FALSE,"VAMOS POR CHILE","ANGOL","Vamos por Chile"
"5. GENNY FULGERI VENTURELLI (M)","IND-EVOPOLI",190,0.0139,FALSE,"VAMOS POR CHILE","ANGOL","Vamos por Chile"
"6. EDUARDO ANDRES CRETTON REBOLLEDO (H)","UDI",850,0.0621,TRUE,"VAMOS POR CHILE","ANGOL","Vamos por Chile"
"7. KATHERINA ELISABETH HIDALGO CAMPOS (M)","IND-PPD",310,0.0227,FALSE,"LISTA DEL APRUEBO","ANGOL","Lista del apruebo"
"8. ALEX LORENS CASTILLO SALAMANCA (H)","PR",245,0.0179,FALSE,"LISTA DEL APRUEBO","ANGOL","Lista del apruebo"
"9. WALESKA  MORALES MORALES (M)","IND-PDC",130,0.0095,FALSE,"LISTA DEL APRUEBO","ANGOL","Lista del apruebo"
"10. FUAD  CHAHIN VALENZUELA (H)","PDC",1.155,0.0844,TRUE,"LISTA DEL APRUEBO","ANGOL","Lista del apruebo"
"11. SOFIA DEL CARMEN PAINIQUEO TRAGNOLAO (M)","IND-PPD",260,0.019,FALSE,"LISTA DEL APRUEBO","ANGOL","Lista del apruebo"
"12. HAYDEE ULLOA BRAVO (M)","IND-IGUALDAD",675,0.0493,FALSE,"APRUEBO DIGNIDAD","ANGOL","Apruebo Dignidad"
"13. KAREN INIDIA CONA HUENCHULAF (M)","PCC",216,0.0158,FALSE,"CIUDADANOS CRISTIANOS","ANGOL","Otros"
"14. MATIAS ISAAC SANHUEZA FERNANDEZ (H)","IND-PCC",191,0.014,FALSE,"CIUDADANOS CRISTIANOS","ANGOL","Otros"
"15. ESTRELLA CONSTANZA MEZA LAVANDERO (M)","PCC",107,0.0078,FALSE,"CIUDADANOS CRISTIANOS","ANGOL","Otros"
"16. FELIPE ANDRES MARTINEZ REYES (H)","IND-PCC",497,0.0363,FALSE,"CIUDADANOS CRISTIANOS","ANGOL","Otros"
"17. ALEJANDRA DAMARIS DEPAOLI PLATTER (M)","IND",529,0.0387,FALSE,"MOVIMIENTO SOCIAL LA LISTA DEL PUEBLO (D22)","ANGOL","Del pueblo"
"18. PABLO ANDRES TAPIA PINTO (H)","IND",299,0.0219,FALSE,"MOVIMIENTO SOCIAL LA LISTA DEL PUEBLO (D22)","ANGOL","Del pueblo"
"19. LUZ ELIANA SANCHEZ LAGOS (M)","IND",303,0.0221,FALSE,"MOVIMIENTO SOCIAL LA LISTA DEL PUEBLO (D22)","ANGOL","Del pueblo"
"20. OSCAR JAVIER SALAZAR ASTUDILLO (H)","IND",127,0.0093,FALSE,"MOVIMIENTO SOCIAL LA LISTA DEL PUEBLO (D22)","ANGOL","Del pueblo"
"21. CRISTIAN ANDRES CORDOVA ARRIAGADA (H)","IND",122,0.0089,FALSE,"MOVIMIENTO SOCIAL LA LISTA DEL PUEBLO (D22)","ANGOL","Del pueblo"
"22. XIMENA MATZUNI SALGADO KUWAHARA (M)","IND",838,0.0612,FALSE,"ORGANIZACIONES SOCIALES Y TERRITORIALES DEL WALLMAPU (D22)","ANGOL","Otros"
"23. JOSE ALIRO HENRIQUEZ MORAGA (H)","IND",167,0.0122,FALSE,"ORGANIZACIONES SOCIALES Y TERRITORIALES DEL WALLMAPU (D22)","ANGOL","Otros"
"24. MARIA ALEJANDRA RIVAS TRONCOSO (M)","IND",390,0.0285,FALSE,"ORGANIZACIONES SOCIALES Y TERRITORIALES DEL WALLMAPU (D22)","ANGOL","Otros"
"25. FELIPE SEBASTIAN VENEGAS ULLOA (H)","IND",204,0.0149,FALSE,"ORGANIZACIONES SOCIALES Y TERRITORIALES DEL WALLMAPU (D22)","ANGOL","Otros"
"26. BORIS JONATHAN SALAZAR LINCOLEO (H)","IND",168,0.0123,FALSE,"ORGANIZACIONES SOCIALES Y TERRITORIALES DEL WALLMAPU (D22)","ANGOL","Otros"
"27. MARCELA ALICIA GUTIERREZ MELLA (M)","IND",513,0.0375,FALSE,"INDEPENDIENTES POR LA NUEVA CONSTITUCION (D22)","ANGOL","Nueva Constitucion"
"28. JUAN CARLOS NUÑEZ FARIAS (H)","IND",300,0.0219,FALSE,"INDEPENDIENTES POR LA NUEVA CONSTITUCION (D22)","ANGOL","Nueva Constitucion"
"29. DAMARY DINELLY ARTEAGA MUÑOZ (M)","IND",180,0.0132,FALSE,"INDEPENDIENTES POR LA NUEVA CONSTITUCION (D22)","ANGOL","Nueva Constitucion"
"30. JOSE GREGORIO VEGA SALAS (H)","IND",573,0.0419,FALSE,"INDEPENDIENTES POR LA NUEVA CONSTITUCION (D22)","ANGOL","Nueva Constitucion"
"31. MARTIN ALFONSO HAURI JEREZ (H)","IND",215,0.0157,FALSE,"INDEPENDIENTES POR LA NUEVA CONSTITUCION (D22)","ANGOL","Nueva Constitucion"
"1. CATHERINE MARLENE SANCHEZ GUTIERREZ (M)","IND",3.012,0.0308,FALSE,"INDEPENDIENTES DEL NORTE GRANDE POR UNA NUEVA CONSTITUCION (D3)","ANTOFAGASTA","Nueva Constitucion"
"2. RAUL EDUARDO CATALAN CASTRO (H)","IND",1.532,0.0157,FALSE,"INDEPENDIENTES DEL NORTE GRANDE POR UNA NUEVA CONSTITUCION (D3)","ANTOFAGASTA","Nueva Constitucion"
"3. NORA LIZETTE BIAGGINI SUAREZ (M)","IND",1.594,0.0163,FALSE,"INDEPENDIENTES DEL NORTE GRANDE POR UNA NUEVA CONSTITUCION (D3)","ANTOFAGASTA","Nueva Constitucion"
"4. FRANCISCO JAVIER MOLL AGUIRRE (H)","IND",861,0.0088,FALSE,"INDEPENDIENTES DEL NORTE GRANDE POR UNA NUEVA CONSTITUCION (D3)","ANTOFAGASTA","Nueva Constitucion"
"5. TAMARA THAIS AGUILERA JOPIA (M)","RN",2.062,0.0211,FALSE,"VAMOS POR CHILE","ANTOFAGASTA","Vamos por Chile"
